Family:,Subfamily:,Country:,Province:,Genus:,Species:,View:,Filename:
Scarabaeidae,Rutelinae,Chile,Santiago,Oogenius,chilensis,Dorsal,rbi_3581.jpg
Scarabaeidae,Rutelinae,United States,"Arizona, Yavapai County",Paracotalpa,puncticollis,Dorsal,rbi_3582.jpg
Scarabaeidae,Rutelinae,United States,"Arizona, Yavapai County",Paracotalpa,puncticollis,Lateral,rbi_3583.jpg
Scarabaeidae,Rutelinae,United States,"Arizona, Yavapai County",Paracotalpa,puncticollis,Ventral,rbi_3584.jpg
Scarabaeidae,Rutelinae,United States,"Arizona, Yavapai County",Paracotalpa,puncticollis,Dorsal,rbi_3585.jpg
Scarabaeidae,Rutelinae,Colombia,BoyacÃ¡,Paratelaugis,robusta,Dorsal,rbi_3586.jpg
Scarabaeidae,Rutelinae,Colombia,BoyacÃ¡,Paratelaugis,robusta,Paramera lateral,rbi_3587.jpg
Scarabaeidae,Rutelinae,Colombia,BoyacÃ¡,Pelidnota,aeruginosa,Dorsal,rbi_3588.jpg
Scarabaeidae,Rutelinae,French Guiana,/,Pelidnota,chamaeleon,Dorsal,rbi_3589.jpg
Scarabaeidae,Rutelinae,French Guiana,Cayenne,Pelidnota,chamaeleon,Dorsal,rbi_3590.jpg
Scarabaeidae,Rutelinae,Brazil,/,Pelidnota,cyanitarsis,Dorsal,rbi_3591.jpg
Scarabaeidae,Rutelinae,Brazil,/,Pelidnota,cyanitarsis,Lateral,rbi_3592.jpg
Scarabaeidae,Rutelinae,Brazil,/,Pelidnota,cyanitarsis,Dorsal,rbi_3593.jpg
Scarabaeidae,Rutelinae,Brazil,/,Pelidnota,cyanitarsis,Lateral,rbi_3594.jpg
Scarabaeidae,Rutelinae,"Venezuela, Bolivarian Republic of",BolÃ­var,Pelidnota,jolyi,Dorsal,rbi_3595.jpg
Scarabaeidae,Rutelinae,"Venezuela, Bolivarian Republic of",BolÃ­var,Pelidnota,jolyi,Lateral,rbi_3596.jpg
Scarabaeidae,Rutelinae,"Venezuela, Bolivarian Republic of",BolÃ­var,Pelidnota,jolyi,Paramera lateral,rbi_3597.jpg
Scarabaeidae,Rutelinae,"Venezuela, Bolivarian Republic of",BolÃ­var,Pelidnota,jolyi,Paramera frontal,rbi_3598.jpg
Scarabaeidae,Rutelinae,Colombia,BoyacÃ¡,Pelidnota,laevissima,Dorsal,rbi_3599.jpg
Scarabaeidae,Rutelinae,United States,Pennsylvania,Pelidnota,punctata,Dorsal,rbi_3600.jpg
Scarabaeidae,Rutelinae,Brazil,Bahia,Pelidnota,sumptuosa,Dorsal,rbi_3601.jpg
Scarabaeidae,Rutelinae,Brazil,Minas Gerais,Pelidnota,sumptuosa,Dorsal,rbi_3604.jpg
Scarabaeidae,Rutelinae,Brazil,Minas Gerais,Pelidnota,sumptuosa,Dorsal,rbi_3605.jpg
Scarabaeidae,Rutelinae,Brazil,Minas Gerais,Pelidnota,sumptuosa,Dorsal,rbi_3606.jpg
Scarabaeidae,Rutelinae,Brazil,Mato Grosso do Sul,Pelidnota,sumptuosa,Dorsal,rbi_3607.jpg
Scarabaeidae,Rutelinae,Brazil,Mato Grosso do Sul,Pelidnota,sumptuosa,Lateral,rbi_3608.jpg
Scarabaeidae,Rutelinae,Mexico,Jalisco,Pelidnota,virescens,Dorsal,rbi_3609.jpg
Scarabaeidae,Rutelinae,India,West Bengal,Peperonota,harringtoni,Lateral,rbi_3610.jpg
Scarabaeidae,Rutelinae,India,West Bengal,Peperonota,harringtoni,Dorsal,rbi_3611.jpg
Scarabaeidae,Rutelinae,India,West Bengal,Peperonota,harringtoni,Dorsal,rbi_3612.jpg
Scarabaeidae,Rutelinae,Costa Rica,San JosÃ©,Plusiotis,curoei,Paramera lateral,rbi_3613.jpg
Scarabaeidae,Rutelinae,Costa Rica,San JosÃ©,Plusiotis,curoei,Dorsal,rbi_3614.jpg
Scarabaeidae,Rutelinae,Costa Rica,San JosÃ©,Plusiotis,curoei,Lateral,rbi_3615.jpg
Scarabaeidae,Rutelinae,Costa Rica,San JosÃ©,Plusiotis,curoei,Lateral,rbi_3616.jpg
Scarabaeidae,Rutelinae,Colombia,/,Pseudothyridium,bogotense,Dorsal,rbi_3617.jpg
Scarabaeidae,Rutelinae,French Guiana,/,Ptenomela,pisttacea,Lateral,rbi_3618.jpg
Scarabaeidae,Rutelinae,French Guiana,/,Ptenomela,pisttacea,Dorsal,rbi_3619.jpg
Scarabaeidae,Rutelinae,French Guiana,Bas-Maroni,Ptenomela,psittacina,Dorsal,rbi_3620.jpg
Scarabaeidae,Rutelinae,Ecuador,Pichincha,Spodochlamys,nazareti,Dorsal Head,rbi_3623.jpg
Scarabaeidae,Rutelinae,Ecuador,Pichincha,Spodochlamys,nazareti,Dorsal,rbi_3624.jpg
Scarabaeidae,Rutelinae,"Bolivia, Plurinational State of",Nor Yungas,Strigidia,plicipennis,Dorsal,rbi_3625.jpg
Scarabaeidae,Rutelinae,"Bolivia, Plurinational State of",Nor Yungas,Strigidia,testaceovirens,Dorsal,rbi_3626.jpg
Scarabaeidae,Rutelinae,"Bolivia, Plurinational State of",Nor Yungas,Strigidia,testaceovirens,Lateral,rbi_3627.jpg
Scarabaeidae,Rutelinae,"Bolivia, Plurinational State of",Nor Yungas,Strigidia,testaceovirens,Dorsal,rbi_3628.jpg
Scarabaeidae,Rutelinae,Brazil,ParÃ¡,Telaugis,aenescens,Dorsal,rbi_3629.jpg
Scarabaeidae,Rutelinae,Colombia,/,Thyridium,saphirum,Dorsal,rbi_3630.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Anachalcos,aurescens,Dorsal,rbi_3631.jpg
Scarabaeidae,Scarabaeinae,Brazil,Santa Catarina,Canthon,angularis,Dorsal,rbi_3632.jpg
Scarabaeidae,Scarabaeinae,Argentina,La Rioja,Canthon,argentina,Dorsal,rbi_3633.jpg
Scarabaeidae,Scarabaeinae,Brazil,Minas Gerais,Canthon,tristis,Dorsal,rbi_3634.jpg
Scarabaeidae,Scarabaeinae,Australia,/,Cephalodesmius,laticollis,Dorsal,rbi_3635.jpg
Scarabaeidae,Scarabaeinae,Ecuador,Napo,Deltochilum,abditus,Dorsal,rbi_3636.jpg
Scarabaeidae,Scarabaeinae,French Guiana,Bas-Maroni,Deltochilum,carinatum,Dorsal,rbi_3637.jpg
Scarabaeidae,Scarabaeinae,French Guiana,Bas-Maroni,Deltochilum,carinatum,Lateral,rbi_3638.jpg
Scarabaeidae,Scarabaeinae,French Guiana,Bas-Maroni,Deltochilum,carinatum,Frontal,rbi_3639.jpg
Scarabaeidae,Scarabaeinae,/,/,Deltochilum,enceladus,Dorsal,rbi_3640.jpg
Scarabaeidae,Scarabaeinae,Colombia,Tolima,Deltochilum,hippomum,Dorsal,rbi_3641.jpg
Scarabaeidae,Scarabaeinae,Colombia,Tolima,Deltochilum,hippomum,Lateral,rbi_3642.jpg
Scarabaeidae,Scarabaeinae,French Guiana,/,Deltochilum,icarus,Dorsal,rbi_3644.jpg
Scarabaeidae,Scarabaeinae,Ecuador,/,Deltochilum,tesselatum,Dorsal,rbi_3645.jpg
Scarabaeidae,Scarabaeinae,Madagascar,/,Epilissus,prasinus,Dorsal,rbi_3646.jpg
Scarabaeidae,Scarabaeinae,Madagascar,/,Epilissus,splendidus,Dorsal,rbi_3647.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Eudinopus,dysticoides,Dorsal,rbi_3648.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Eudinopus,dysticoides,Lateral,rbi_3649.jpg
Scarabaeidae,Scarabaeinae,Ecuador,/,Eurysternum,pectoralis,Dorsal,rbi_3650.jpg
Scarabaeidae,Scarabaeinae,Mozambique,Zambezia,Catharsius,bradshawi,Dorsal,rbi_3651.jpg
Scarabaeidae,Scarabaeinae,Mozambique,Zambezia,Catharsius,bradshawi,Lateral,rbi_3652.jpg
Scarabaeidae,Scarabaeinae,Mozambique,Zambezia,Catharsius,bradshawi,Lateral,rbi_3653.jpg
Scarabaeidae,Scarabaeinae,Mozambique,Zambezia,Catharsius,bradshawi,Dorsal,rbi_3654.jpg
Scarabaeidae,Scarabaeinae,Mozambique,Zambezia,Catharsius,bradshawi,Lateral,rbi_3655.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,dux,Dorsal,rbi_3656.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,dux,Dorsal,rbi_3657.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,dux,Lateral,rbi_3658.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,dux,Lateral,rbi_3659.jpg
Scarabaeidae,Scarabaeinae,Botswana,Kalahari,Catharsius,heros,Dorsal,rbi_3660.jpg
Scarabaeidae,Scarabaeinae,Botswana,Kalahari,Catharsius,heros,Dorsal,rbi_3661.jpg
Scarabaeidae,Scarabaeinae,Botswana,Kalahari,Catharsius,heros,Lateral,rbi_3662.jpg
Scarabaeidae,Scarabaeinae,Botswana,Kalahari,Catharsius,heros,Dorsal,rbi_3663.jpg
Scarabaeidae,Scarabaeinae,Botswana,Kalahari,Catharsius,heros,Lateral,rbi_3664.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,obtusicornis,Dorsal,rbi_3665.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,obtusicornis,Lateral,rbi_3666.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,obtusicornis,Dorsal,rbi_3667.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Catharsius,obtusicornis,Lateral,rbi_3668.jpg
Scarabaeidae,Scarabaeinae,Senegal,/,Catharsius,phidias,Lateral Head,rbi_3669.jpg
Scarabaeidae,Scarabaeinae,Senegal,/,Catharsius,phidias,Dorsal,rbi_3670.jpg
Scarabaeidae,Scarabaeinae,Senegal,/,Catharsius,phidias,Lateral,rbi_3671.jpg
Scarabaeidae,Scarabaeinae,Senegal,/,Catharsius,phidias,Dorsal,rbi_3672.jpg
Scarabaeidae,Scarabaeinae,Senegal,/,Catharsius,phidias,Lateral Head,rbi_3673.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Konde-Unyika,Catharsius,satyrus,Dorsal,rbi_3674.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Konde-Unyika,Catharsius,satyrus,Lateral,rbi_3675.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),Catharsius,sesostris,Dorsal,rbi_3676.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),Catharsius,sesostris,Lateral Head,rbi_3677.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Albert National Park (=Virunga National Park),Catharsius,sesostris,Lateral Head,rbi_3678.jpg
Scarabaeidae,Scarabaeinae,Costa Rica,San JosÃ©,Copris,armatus,Dorsal,rbi_3679.jpg
Scarabaeidae,Scarabaeinae,Costa Rica,San JosÃ©,Copris,armatus,Lateral,rbi_3680.jpg
Scarabaeidae,Scarabaeinae,Costa Rica,San JosÃ©,Copris,armatus,Lateral Head,rbi_3681.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Upemba National Park,Copris,dracunculus,Dorsal,rbi_3682.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Upemba National Park,Copris,dracunculus,Lateral,rbi_3683.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Upemba National Park,Copris,dracunculus,Dorsal,rbi_3684.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Upemba National Park,Copris,dracunculus,Lateral,rbi_3685.jpg
Scarabaeidae,Scarabaeinae,Guinea-Bissau,/,Copris,laius,Dorsal,rbi_3686.jpg
Scarabaeidae,Scarabaeinae,Guinea-Bissau,/,Copris,laius,Lateral,rbi_3687.jpg
Scarabaeidae,Scarabaeinae,Guinea-Bissau,/,Copris,laius,Dorsal,rbi_3688.jpg
Scarabaeidae,Scarabaeinae,Guinea-Bissau,/,Copris,laius,Lateral,rbi_3689.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,megaceratoides,Dorsal,rbi_3690.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,megaceratoides,Lateral,rbi_3691.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,megaceratoides,Frontal,rbi_3692.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,megaceratoides,Dorsal,rbi_3693.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,megaceratoides,Lateral,rbi_3694.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,moffartsi,Dorsal,rbi_3695.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,moffartsi,Lateral,rbi_3696.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,moffartsi,Dorsal,rbi_3697.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Garamba National Park,Copris,moffartsi,Lateral,rbi_3698.jpg
Scarabaeidae,Scarabaeinae,/,Caffreria,Heliocopris,andersoni,Dorsal,rbi_3699.jpg
Scarabaeidae,Scarabaeinae,/,Caffreria,Heliocopris,andersoni,Lateral,rbi_3700.jpg
Scarabaeidae,Scarabaeinae,/,Caffreria,Heliocopris,andersoni,Frontal,rbi_3701.jpg
Scarabaeidae,Scarabaeinae,/,Caffreria,Heliocopris,andersoni,Lateral,rbi_3702.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Heliocopris,andersoni,Lateral,rbi_3703.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Tanganyika Territory,Heliocopris,andersoni,Lateral,rbi_3704.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Tanganyika Territory,Heliocopris,andersoni,Lateral,rbi_3705.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Tanganyika Territory,Heliocopris,andersoni,Dorsal,rbi_3706.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Heliocopris,andersoni,Dorsal,rbi_3707.jpg
Scarabaeidae,Scarabaeinae,Zimbabwe,Mashonaland,Heliocopris,corniculatus,Lateral,rbi_3708.jpg
Scarabaeidae,Scarabaeinae,Zimbabwe,Mashonaland,Heliocopris,corniculatus,Dorsal,rbi_3709.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Mbeya,Heliocopris,felschei,Dorsal,rbi_3710.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Mbeya,Heliocopris,felschei,Lateral,rbi_3711.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Dorsal,rbi_3712.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Lateral,rbi_3713.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Frontal,rbi_3714.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Lateral,rbi_3715.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Lateral Head,rbi_3716.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Ventral,rbi_3717.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Lateral Head,rbi_3718.jpg
Scarabaeidae,Scarabaeinae,Egypt,/,Heliocopris,gigas,Dorsal,rbi_3719.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Heliocopris,haroldi,Dorsal,rbi_3720.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Heliocopris,haroldi,Lateral,rbi_3721.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Heliocopris,haroldi,Frontal,rbi_3722.jpg
Scarabaeidae,Scarabaeinae,Kenya,/,Heliocopris,hunteri,Lateral Head,rbi_3723.jpg
Scarabaeidae,Scarabaeinae,Kenya,/,Heliocopris,hunteri,Dorsal,rbi_3724.jpg
Scarabaeidae,Scarabaeinae,/,/,Heliocopris,midas,Dorsal,rbi_3725.jpg
Scarabaeidae,Scarabaeinae,/,/,Heliocopris,midas,Lateral,rbi_3726.jpg
Scarabaeidae,Scarabaeinae,/,/,Heliocopris,midas,Frontal,rbi_3727.jpg
Scarabaeidae,Scarabaeinae,/,/,Heliocopris,midas,Dorsal,rbi_3728.jpg
Scarabaeidae,Scarabaeinae,/,/,Heliocopris,midas,Dorsal,rbi_3729.jpg
Scarabaeidae,Scarabaeinae,South Africa,Cape Province,Heliocopris,pirmal,Dorsal,rbi_3730.jpg
Scarabaeidae,Scarabaeinae,South Africa,Cape Province,Heliocopris,pirmal,Lateral Head,rbi_3731.jpg
Scarabaeidae,Scarabaeinae,South Africa,Cape Province,Heliocopris,pirmal,Frontal,rbi_3732.jpg
Scarabaeidae,Scarabaeinae,South Africa,Cape Province,Heliocopris,pirmal,Lateral Head,rbi_3733.jpg
Scarabaeidae,Scarabaeinae,South Africa,Cape Province,Heliocopris,pirmal,Dorsal,rbi_3734.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Holocephalus,eridanus,Dorsal,rbi_3735.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Holocephalus,eridanus,Lateral,rbi_3736.jpg
Scarabaeidae,Scarabaeinae,/,Turkestan,Homalocopris,tmolus,Dorsal,rbi_3737.jpg
Scarabaeidae,Scarabaeinae,/,/,Pinotus,achamas,Lateral,rbi_3738.jpg
Scarabaeidae,Scarabaeinae,Brazil,ParanÃ¡,Pinotus,agesilaus,Dorsal,rbi_3739.jpg
Scarabaeidae,Scarabaeinae,Ecuador,/,Pinotus,alyathes,Lateral Head,rbi_3740.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Pinotus,buqueti,Lateral,rbi_3741.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Pinotus,buqueti,Lateral,rbi_3742.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Pinotus,buqueti,Dorsal,rbi_3743.jpg
Scarabaeidae,Scarabaeinae,Brazil,/,Pinotus,buqueti,Dorsal,rbi_3744.jpg
Scarabaeidae,Scarabaeinae,Honduras,/,Pinotus,carolinus,Lateral,rbi_3745.jpg
Scarabaeidae,Scarabaeinae,Honduras,/,Pinotus,carolinus,Dorsal,rbi_3746.jpg
Scarabaeidae,Scarabaeinae,/,/,Pinotus,compressicollis,Dorsal,rbi_3747.jpg
Scarabaeidae,Scarabaeinae,/,/,Pinotus,compressicollis,Lateral,rbi_3748.jpg
Scarabaeidae,Scarabaeinae,Ecuador,Loja,Pinotus,cotopaxi,Lateral Head,rbi_3749.jpg
Scarabaeidae,Scarabaeinae,Ecuador,Loja,Pinotus,cotopaxi,Lateral Head,rbi_3750.jpg
Scarabaeidae,Scarabaeinae,Peru,/,Pinotus,diabolicus,Dorsal,rbi_3751.jpg
Scarabaeidae,Scarabaeinae,Peru,/,Pinotus,diabolicus,Lateral,rbi_3752.jpg
Scarabaeidae,Scarabaeinae,Peru,/,Pinotus,diabolicus,Frontal,rbi_3753.jpg
Scarabaeidae,Scarabaeinae,Brazil,SÃ£o Paulo,Pinotus,fimbriatus,Dorsal,rbi_3754.jpg
Scarabaeidae,Scarabaeinae,Ecuador,Morona-Santiago,Pinotus,monstrosus,Dorsal,rbi_3755.jpg
Scarabaeidae,Scarabaeinae,Ecuador,Morona-Santiago,Pinotus,monstrosus,Lateral,rbi_3756.jpg
Scarabaeidae,Scarabaeinae,Argentina,Salta,Amomiopsis,auritum,Dorsal,rbi_3757.jpg
Scarabaeidae,Scarabaeinae,Argentina,Salta,Amomiopsis,auritum,Lateral,rbi_3758.jpg
Scarabaeidae,Scarabaeinae,Chile,/,Amomiopsis,furciferum,Dorsal,rbi_3759.jpg
Scarabaeidae,Scarabaeinae,Argentina,Patagonia,Eucranium,arachnoides,Dorsal,rbi_3760.jpg
Scarabaeidae,Scarabaeinae,Argentina,Patagonia,Eucranium,arachnoides,Lateral,rbi_3761.jpg
Scarabaeidae,Scarabaeinae,Argentina,Catamarca,Eucranium,arachnoides,Dorsal,rbi_3762.jpg
Scarabaeidae,Scarabaeinae,Argentina,/,Eucranium,dentifrons,Dorsal,rbi_3763.jpg
Scarabaeidae,Scarabaeinae,Argentina,Chaco,Glyphoderus,centralis,Dorsal,rbi_3764.jpg
Scarabaeidae,Scarabaeinae,Argentina,Chaco,Glyphoderus,centralis,Lateral,rbi_3765.jpg
Scarabaeidae,Scarabaeinae,Argentina,Chaco,Glyphoderus,centralis,Frontal,rbi_3766.jpg
Scarabaeidae,Scarabaeinae,Argentina,Chaco,Glyphoderus,centralis,Lateral,rbi_3767.jpg
Scarabaeidae,Scarabaeinae,Argentina,Chaco,Glyphoderus,centralis,Dorsal,rbi_3768.jpg
Scarabaeidae,Scarabaeinae,Argentina,Chaco,Glyphoderus,centralis,Lateral,rbi_3769.jpg
Scarabaeidae,Scarabaeinae,Senegal,/,Allogymnopleurus,olivieri,Dorsal,rbi_3771.jpg
Scarabaeidae,Scarabaeinae,India,Tamil Nadu,Allogymnopleurus,spilotus,Dorsal,rbi_3772.jpg
Scarabaeidae,Scarabaeinae,Cameroon,/,Garetta,azureus,Dorsal,rbi_3773.jpg
Scarabaeidae,Scarabaeinae,Guinea,/,Garetta,nitens,Dorsal,rbi_3774.jpg
Scarabaeidae,Scarabaeinae,"Taiwan, Province of China",/,Paragymnopleurus,sinuatus,Dorsal,rbi_3775.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Allonitis,nasutus,Dorsal,rbi_3776.jpg
Scarabaeidae,Scarabaeinae,Zambia,/,Heteronitis,castelnaui,Dorsal,rbi_3777.jpg
Scarabaeidae,Scarabaeinae,Zambia,/,Heteronitis,castelnaui,Prosternum,rbi_3778.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Rukwa,Heteronitis,castelnaui,Lateral,rbi_3779.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Rukwa,Heteronitis,castelnaui,Dorsal,rbi_3780.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Rukwa,Heteronitis,castelnaui,Frontal,rbi_3781.jpg
Scarabaeidae,Scarabaeinae,"Tanzania, United Republic of",Rukwa,Heteronitis,castelnaui,Dorsal Head,rbi_3782.jpg
Scarabaeidae,Scarabaeinae,Chad,Moyen-Chari,Heteronitis,pauliani,Dorsal,rbi_3783.jpg
Scarabaeidae,Scarabaeinae,Chad,Moyen-Chari,Heteronitis,pauliani,Dorsal Head,rbi_3784.jpg
Scarabaeidae,Scarabaeinae,Chad,Moyen-Chari,Heteronitis,pauliani,Frontal,rbi_3785.jpg
Scarabaeidae,Scarabaeinae,Chad,Moyen-Chari,Heteronitis,pauliani,Lateral,rbi_3786.jpg
Scarabaeidae,Scarabaeinae,Chad,Moyen-Chari,Heteronitis,pauliani,Lateral,rbi_3787.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Onitis,artuosus,Dorsal,rbi_3788.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Onitis,artuosus,Lateral,rbi_3789.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Mount Tshiaberimu,Onthophagus,basilobatus,Dorsal,rbi_3790.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Mount Tshiaberimu,Onthophagus,basilobatus,Dorsal,rbi_3791.jpg
Scarabaeidae,Scarabaeinae,Ethiopia,/,Onthophagus,worissa,Dorsal,rbi_3794.jpg
Scarabaeidae,Scarabaeinae,Ethiopia,/,Onthophagus,worissa,Lateral,rbi_3795.jpg
Scarabaeidae,Scarabaeinae,Ethiopia,/,Onthophagus,worissa,Frontal,rbi_3796.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,amplexus,Dorsal,rbi_3797.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,amplexus,Lateral,rbi_3798.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,amplexus,Frontal,rbi_3799.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,amplexus,Lateral,rbi_3800.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Proagoderus,blanchardi,Dorsal,rbi_3801.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",/,Proagoderus,blanchardi,Lateral,rbi_3802.jpg
Scarabaeidae,Scarabaeinae,Indonesia,Borneo,Proagoderus,schwaneri,Frontal,rbi_3852.jpg
Scarabaeidae,Scarabaeinae,India,Tamil Nadu,Proagoderus,imperator,Dorsal,rbi_3803.jpg
Scarabaeidae,Scarabaeinae,India,Tamil Nadu,Proagoderus,imperator,Lateral,rbi_3804.jpg
Scarabaeidae,Scarabaeinae,India,Tamil Nadu,Proagoderus,imperator,Frontal,rbi_3805.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,imperator,Dorsal,rbi_3806.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,imperator,Lateral,rbi_3807.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,imperator,Frontal,rbi_3808.jpg
Scarabaeidae,Scarabaeinae,India,/,Proagoderus,imperator,Dorsal,rbi_3809.jpg
Scarabaeidae,Scarabaeinae,India,Deccan,Proagoderus,imperator,Lateral,rbi_3810.jpg
Scarabaeidae,Scarabaeinae,Cambodia,/,Proagoderus,mouhoti,Lateral Head,rbi_3811.jpg
Scarabaeidae,Scarabaeinae,Cambodia,/,Proagoderus,mouhoti,Frontal,rbi_3812.jpg
Scarabaeidae,Scarabaeinae,Cambodia,/,Proagoderus,mouhoti,Lateral,rbi_3813.jpg
Scarabaeidae,Scarabaeinae,Cambodia,/,Proagoderus,mouhoti,Lateral,rbi_3814.jpg
Scarabaeidae,Scarabaeinae,Cambodia,/,Proagoderus,mouhoti,Frontal,rbi_3815.jpg
Scarabaeidae,Scarabaeinae,Cambodia,/,Proagoderus,mouhoti,Dorsal,rbi_3816.jpg
Scarabaeidae,Scarabaeinae,Cambodia,/,Proagoderus,mouhoti,Dorsal,rbi_3817.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Proagoderus,multicornis,Dorsal,rbi_3818.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Proagoderus,multicornis,Lateral,rbi_3819.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Proagoderus,multicornis,Lateral,rbi_3820.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Orientale,Proagoderus,multicornis,Frontal,rbi_3821.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Lulua,Proagoderus,overlaeti,Dorsal,rbi_3822.jpg
Scarabaeidae,Scarabaeinae,"Congo, The Democratic Republic of the",Lulua,Proagoderus,overlaeti,Lateral,rbi_3823.jpg
